,lyric
5382,"('ummm', 'NN')"
5386,"('wooo', 'NN')"
5390,"('www', 'VB')"
5397,"('owww', 'NN')"
5401,"('thissss', 'VB')"
5401,"('ggggot', 'VBP')"
5401,"('bbbbbills', 'NNS')"
5401,"('fffffufffuck', 'NN')"
5401,"('ttttto', 'JJ')"
5401,"('pppppregnant', 'JJ')"
5401,"('melaninnnn', 'NN')"
5401,"('cccrack', 'NN')"
5404,"('wwwpimpinkennet', 'NN')"
5409,"('oooh', 'VBP')"
5413,"('niggga', 'NN')"
5415,"('annngel', 'NN')"
5415,"('annngel', 'NN')"
5415,"('miiiine', 'JJ')"
5415,"('annngel', 'NN')"
5415,"('annngel', 'NN')"
5415,"('annngel', 'NN')"
5415,"('miiiine', 'JJ')"
5417,"('chuuuuuch', 'JJ')"
5420,"('bitachhh', 'NNS')"
5420,"('southhh', 'NN')"
5450,"('awww', 'JJ')"
5450,"('wweee', 'NN')"
5458,"('brrrrrr', 'VBZ')"
5462,"('ahhh', 'NN')"
5494,"('hooooo', 'NN')"
5494,"('hooooo', 'NN')"
5494,"('hooooo', 'NN')"
5497,"('hhhhhhey', 'NN')"
5514,"('daaaaaaaamn', 'NN')"
5519,"('mmm', 'VBP')"
5519,"('mmm', 'VBP')"
5528,"('ahhh', 'NN')"
5528,"('ratttttt', 'NN')"
5528,"('wooo', 'VBZ')"
5528,"('haaa', 'VBZ')"
5542,"('owww', 'JJ')"
5554,"('oooh', 'NN')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5554,"('oooh', 'JJ')"
5562,"('shiiit', 'NN')"
5581,"('iii', 'JJ')"
5595,"('mmm', 'NN')"
5601,"('iii', 'NN')"
5603,"('nineteeeeen', 'JJ')"
5608,"('threeeightynine', 'JJ')"
5609,"('ppp', 'JJ')"
5609,"('ppp', 'NN')"
5612,"('uhhahhh', 'JJ')"
5612,"('owwww', 'JJ')"
5612,"('ppp', 'NN')"
5612,"('ooooohhhh', 'JJ')"
5612,"('ooooohhhh', 'JJ')"
5616,"('hahahahahahaaaa', 'NN')"
5617,"('ahhhh', 'NN')"
5618,"('securityyy', 'NN')"
5620,"('sliiiide', 'JJ')"
5620,"('ooooogs', 'NNS')"
5620,"('hiiiiigh', 'JJ')"
5622,"('mmm', 'VBP')"
5627,"('hooooaa', 'NN')"
5627,"('haaaaaa', 'NN')"
5627,"('hooooaa', 'NN')"
5627,"('haaaaaa', 'NN')"
5627,"('hooooaa', 'NN')"
5627,"('hooooaa', 'NN')"
5627,"('haaaaaa', 'NN')"
5627,"('hooooaa', 'NN')"
5627,"('haaaaaa', 'NN')"
5627,"('hooooaa', 'NN')"
5627,"('haaaaaa', 'NN')"
5627,"('hooooaa', 'NN')"
5627,"('haaaaaa', 'NN')"
5628,"('iii', 'NN')"
5630,"('ppp', 'NN')"
5631,"('woowoowowowowooo', 'NN')"
5631,"('ooooooh', 'VBP')"
5632,"('hummmmm', 'NN')"
5632,"('hummmmm', 'NN')"
5632,"('hummmmm', 'NN')"
5632,"('hummmmm', 'VB')"
5632,"('hummmmm', 'NN')"
5632,"('hummmmm', 'NN')"
5632,"('hummmmm', 'NN')"
5632,"('hummmmm', 'NN')"
5632,"('hummmmm', 'NN')"
5633,"('ppp', 'NN')"
5633,"('oooh', 'JJ')"
5633,"('oooh', 'JJ')"
5633,"('oooh', 'JJ')"
5633,"('oooh', 'JJ')"
5633,"('oooh', 'JJ')"
5633,"('oooh', 'JJ')"
5633,"('ppp', 'NN')"
5635,"('oooooooooooh', 'NN')"
5635,"('oooooooooooh', 'NN')"
5635,"('oooooooooh', 'JJ')"
5635,"('oooooooooooh', 'NN')"
5635,"('oooooooooooh', 'NN')"
5635,"('oooooooooooh', 'NN')"
5635,"('oooh', 'NN')"
5637,"('iiiiiiiyiiiihhhhh', 'JJ')"
5637,"('ppp', 'VBP')"
5646,"('haaaa', 'NN')"
5646,"('yeahhh', 'NN')"
5646,"('uptowwwwn', 'JJ')"
5647,"('ppp', 'NN')"
5648,"('shhh', 'NN')"
5648,"('brrrahic', 'JJ')"
5648,"('owwwwt', 'NN')"
5648,"('owwwwt', 'NN')"
5648,"('awwwwuhhhhh', 'NN')"
5648,"('shhh', 'NN')"
5648,"('owwwwt', 'NN')"
5648,"('owwwwt', 'JJ')"
5648,"('nassswipp', 'JJ')"
5649,"('oooh', 'NN')"
5650,"('yeahhhh', 'VBP')"
5650,"('oooh', 'NN')"
5650,"('aiyyyoyoyo', 'NN')"
5652,"('bbbblack', 'NN')"
5654,"('hahahahahahaaaaa', 'NN')"
5654,"('hahahahahahaaaa', 'NN')"
5654,"('bitttttch', 'NN')"
5654,"('thaaaang', 'NN')"
5655,"('dammmn', 'VBZ')"
5657,"('rrrah', 'NN')"
5657,"('rrrah', 'NN')"
5658,"('ppp', 'VBP')"
5659,"('ohhhh', 'NN')"
5659,"('ohhh', 'RB')"
5660,"('ppp', 'NN')"
5660,"('ahhh', 'NNS')"
5663,"('pppussies', 'NNS')"
5665,"('fffffake', 'NN')"
5668,"('ooohnah', 'JJ')"
5678,"('duuuh', 'NN')"
5680,"('ohhhhh', 'JJ')"
5680,"('mmmmmillion', 'NN')"
5680,"('rrrrrrubs', 'VB')"
5709,"('oooh', 'RB')"
5710,"('rrraaanngg', 'NN')"
5716,"('girlll', 'NN')"
5718,"('mmm', 'NN')"
5718,"('mmmmaybach', 'NN')"
5740,"('hahaaaeeeh', 'NN')"
5751,"('mmm', 'VBP')"
5755,"('aaah', 'NN')"
5755,"('boooooss', 'NN')"
5755,"('boooooss', 'NN')"
5755,"('boooooss', 'NN')"
5755,"('boooooss', 'NN')"
5755,"('boooooss', 'NN')"
5755,"('boooooss', 'NN')"
5765,"('whooo', 'NN')"
5765,"('ohhh', 'NN')"
5765,"('ohhh', 'NN')"
5768,"('ohhh', 'NN')"
5768,"('ohhh', 'NN')"
5768,"('ohhh', 'NN')"
5768,"('ohhh', 'NN')"
5768,"('yeahhhhh', 'NN')"
5779,"('mmm', 'VB')"
5779,"('mmm', 'VBP')"
5779,"('mmm', 'VB')"
5785,"('wassuppp', 'NN')"
5797,"('ohhhh', 'VBP')"
5797,"('ohhhh', 'JJ')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhh', 'VBP')"
5797,"('ohhhh', 'JJ')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhh', 'VBP')"
5797,"('ohhhh', 'JJ')"
5797,"('ohhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5797,"('ohhhhh', 'NN')"
5809,"('oooh', 'JJ')"
5809,"('oooh', 'JJ')"
5809,"('oooh', 'RP')"
5809,"('oooh', 'JJ')"
5809,"('oooh', 'JJ')"
